"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id"
"this","this",-1,"DET",8,"DET",312
"past","past",-1,"ADJ",8,"AMOD",312
"week","week",-1,"NOUN",3,"TMOD",312
",",",",-1,"PUNCT",13,"P",312
"Patti","Patti",-1,"NOUN",12,"NN",312
"Solis","Solis",-1,"NOUN",12,"NN",312
"Doyle","Doyle",-1,"NOUN",13,"NSUBJ",312
"be","was",-1,"VERB",13,"ROOT",312
"on","on",-1,"ADP",13,"PREP",312
"Wolf","Wolf",-1,"NOUN",16,"NN",312
"Blitzer","Blitzer",-1,"NOUN",14,"POBJ",312
"say","saying",-1,"VERB",13,"XCOMP",312
"that","that",-1,"ADP",20,"MARK",312
"this","this",-1,"DET",20,"NSUBJ",312
"happen","happened",-1,"VERB",17,"CCOMP",312
".",".",-1,"PUNCT",13,"P",312
"Blumenthal","Blumenthal",-1,"NOUN",23,"NSUBJ",312
"send","sent",-1,"VERB",23,"ROOT",312
"McClatchy","McClatchy",-1,"NOUN",23,"DOBJ",312
",",",",-1,"PUNCT",24,"P",312
"highly","highly",-1,"ADV",27,"ADVMOD",312
"respected","respected",-1,"ADJ",28,"AMOD",312
"reporter","reporter",-1,"NOUN",24,"APPOS",312
"at","at",-1,"ADP",28,"PREP",312
"McClatchy","McClatchy",-1,"NOUN",29,"POBJ",312
",",",",-1,"PUNCT",24,"P",312
"to","to",-1,"ADP",23,"PREP",312
"Kenya","Kenya",-1,"NOUN",32,"POBJ",312
"to","to",-1,"PRT",35,"AUX",312
"find","find",-1,"VERB",23,"XCOMP",312
"out","out",-1,"PRT",35,"PRT",312
"about","about",-1,"ADP",35,"PREP",312
"it","it",-1,"PRON",37,"POBJ",312
".",".",-1,"PUNCT",23,"P",312
"They","They",-1,"PRON",42,"NSUBJ",312
"be","were",-1,"VERB",42,"AUX",312
"press","pressing",-1,"VERB",42,"ROOT",312
"it","it",-1,"PRON",42,"DOBJ",312
"very","very",-1,"ADV",45,"ADVMOD",312
"hard","hard",-1,"ADJ",42,"ADVMOD",312
".",".",-1,"PUNCT",42,"P",312
"She","She",-1,"PRON",48,"NSUBJ",312
"fail","failed",-1,"VERB",48,"ROOT",312
"to","to",-1,"PRT",50,"AUX",312
"get","get",-1,"VERB",48,"XCOMP",312
"the","the",-1,"DET",53,"DET",312
"birth","birth",-1,"NOUN",53,"NN",312
"certificate","certificate",-1,"NOUN",50,"DOBJ",312
".",".",-1,"PUNCT",48,"P",312
"When","When",-1,"ADV",2,"ADVMOD",313
"I","I",-1,"PRON",2,"NSUBJ",313
"get","got",-1,"VERB",8,"ADVCL",313
"involve","involved",-1,"VERB",2,"ACOMP",313
",",",",-1,"PUNCT",8,"P",313
"I","I",-1,"PRON",8,"NSUBJ",313
"do","did",-1,"VERB",8,"AUX",313
"n't","n't",-1,"ADV",8,"NEG",313
"fail","fail",-1,"VERB",8,"ROOT",313
".",".",-1,"PUNCT",8,"P",313
"I","I",-1,"PRON",11,"NSUBJ",313
"get","got",-1,"VERB",11,"ROOT",313
"him","him",-1,"PRON",11,"DOBJ",313
"to","to",-1,"PRT",14,"AUX",313
"give","give",-1,"VERB",11,"XCOMP",313
"the","the",-1,"DET",17,"DET",313
"birth","birth",-1,"NOUN",17,"NN",313
"certificate","certificate",-1,"NOUN",14,"DOBJ",313
".",".",-1,"PUNCT",11,"P",313
"So","So",-1,"CONJ",21,"CC",313
"I","I",-1,"PRON",21,"NSUBJ",313
"be","'m",-1,"VERB",21,"ROOT",313
"satisfied","satisfied",-1,"ADJ",21,"ACOMP",313
"with","with",-1,"ADP",22,"PREP",313
"it","it",-1,"PRON",23,"POBJ",313
".",".",-1,"PUNCT",21,"P",313
"And","And",-1,"CONJ",29,"CC",313
"I","I",-1,"PRON",29,"NSUBJ",313
"will","'ll",-1,"VERB",29,"AUX",313
"tell","tell",-1,"VERB",29,"ROOT",313
"you","you",-1,"PRON",29,"DOBJ",313
"why","why",-1,"ADV",33,"ADVMOD",313
"I","I",-1,"PRON",33,"NSUBJ",313
"be","'m",-1,"VERB",29,"ADVCL",313
"satisfied","satisfied",-1,"ADJ",33,"ACOMP",313
"with","with",-1,"ADP",34,"PREP",313
"it","it",-1,"PRON",35,"POBJ",313
".",".",-1,"PUNCT",29,"P",313
"That","That",-1,"DET",1,"NSUBJ",314
"be","was",-1,"VERB",1,"ROOT",314
"..","..",-1,"PUNCT",1,"P",314
".",".",-1,"PUNCT",1,"P",314
"Because","Because",-1,"ADP",2,"MARK",315
"I","I",-1,"PRON",2,"NSUBJ",315
"want","want",-1,"VERB",2,"ROOT",315
"to","to",-1,"PRT",4,"AUX",315
"get","get",-1,"VERB",2,"XCOMP",315
"on","on",-1,"PRT",4,"PRT",315
"to","to",-1,"ADP",4,"PREP",315
"defeat","defeating",-1,"VERB",6,"PCOMP",315
"ISIS","ISIS",-1,"NOUN",7,"DOBJ",315
",",",",-1,"PUNCT",2,"P",315
"because","because",-1,"ADP",12,"MARK",315
"I","I",-1,"PRON",12,"NSUBJ",315
"want","want",-1,"VERB",2,"ADVCL",315
"to","to",-1,"PRT",14,"AUX",315
"get","get",-1,"VERB",12,"XCOMP",315
"on","on",-1,"PRT",14,"PRT",315
"to","to",-1,"ADP",14,"PREP",315
"create","creating",-1,"VERB",16,"PCOMP",315
"job","jobs",-1,"NOUN",17,"DOBJ",315
",",",",-1,"PUNCT",2,"P",315
"because","because",-1,"ADP",22,"MARK",315
"I","I",-1,"PRON",22,"NSUBJ",315
"want","want",-1,"VERB",2,"ADVCL",315
"to","to",-1,"PRT",24,"AUX",315
"get","get",-1,"VERB",22,"XCOMP",315
"on","on",-1,"PRT",24,"PRT",315
"to","to",-1,"ADP",24,"PREP",315
"have","having",-1,"VERB",26,"PCOMP",315
"a","a",-1,"DET",30,"DET",315
"strong","strong",-1,"ADJ",30,"AMOD",315
"border","border",-1,"NOUN",27,"DOBJ",315
",",",",-1,"PUNCT",2,"P",315
"because","because",-1,"ADP",34,"MARK",315
"I","I",-1,"PRON",34,"NSUBJ",315
"want","want",-1,"VERB",2,"ADVCL",315
"to","to",-1,"PRT",36,"AUX",315
"get","get",-1,"VERB",34,"XCOMP",315
"on","on",-1,"PRT",36,"PRT",315
"to","to",-1,"ADP",36,"PREP",315
"thing","things",-1,"NOUN",38,"POBJ",315
"that","that",-1,"DET",41,"NSUBJ",315
"be","are",-1,"VERB",39,"RCMOD",315
"very","very",-1,"ADV",43,"ADVMOD",315
"important","important",-1,"ADJ",41,"ACOMP",315
"to","to",-1,"ADP",43,"PREP",315
"me","me",-1,"PRON",44,"POBJ",315
"and","and",-1,"CONJ",41,"CC",315
"that","that",-1,"DET",48,"NSUBJ",315
"be","are",-1,"VERB",41,"CONJ",315
"very","very",-1,"ADV",50,"ADVMOD",315
"important","important",-1,"ADJ",48,"ACOMP",315
"to","to",-1,"ADP",50,"PREP",315
"the","the",-1,"DET",53,"DET",315
"country","country",-1,"NOUN",51,"POBJ",315
".",".",-1,"PUNCT",2,"P",315
"I","I",-1,"PRON",2,"NSUBJ",316
"will","will",-1,"VERB",2,"AUX",316
"let","let",-1,"VERB",2,"ROOT",316
"you","you",-1,"PRON",4,"NSUBJ",316
"respond","respond",-1,"VERB",2,"CCOMP",316
".",".",-1,"PUNCT",2,"P",316
"It","It",-1,"PRON",7,"NSUBJ",316
"'s","'s",-1,"VERB",7,"ROOT",316
"important","important",-1,"ADJ",7,"ACOMP",316
".",".",-1,"PUNCT",7,"P",316
"But","But",-1,"CONJ",13,"CC",316
"I","I",-1,"PRON",13,"NSUBJ",316
"just","just",-1,"ADV",13,"ADVMOD",316
"want","want",-1,"VERB",13,"ROOT",316
"to","to",-1,"PRT",15,"AUX",316
"get","get",-1,"VERB",13,"XCOMP",316
"the","the",-1,"DET",17,"DET",316
"answer","answer",-1,"NOUN",15,"DOBJ",316
"here","here",-1,"ADV",15,"ADVMOD",316
".",".",-1,"PUNCT",13,"P",316
"The","The",-1,"DET",22,"DET",316
"birth","birth",-1,"NOUN",22,"NN",316
"certificate","certificate",-1,"NOUN",24,"NSUBJPASS",316
"be","was",-1,"VERB",24,"AUXPASS",316
"produce","produced",-1,"VERB",24,"ROOT",316
"in","in",-1,"ADP",24,"PREP",316
"2011","2011",-1,"NUM",25,"POBJ",316
".",".",-1,"PUNCT",24,"P",316
"You","You",-1,"PRON",30,"NSUBJ",316
"have","'ve",-1,"VERB",30,"AUX",316
"continue","continued",-1,"VERB",30,"ROOT",316
"to","to",-1,"PRT",32,"AUX",316
"tell","tell",-1,"VERB",30,"XCOMP",316
"the","the",-1,"DET",34,"DET",316
"story","story",-1,"NOUN",32,"DOBJ",316
"and","and",-1,"CONJ",32,"CC",316
"question","question",-1,"VERB",32,"CONJ",316
"the","the",-1,"DET",38,"DET",316
"president","president",-1,"NOUN",40,"POSS",316
"'s","'s",-1,"PRT",38,"PS",316
"legitimacy","legitimacy",-1,"NOUN",36,"DOBJ",316
"in","in",-1,"ADP",36,"PREP",316
"2012","2012",-1,"NUM",41,"POBJ",316
",",",",-1,"PUNCT",32,"P",316
"'","'",-1,"PUNCT",32,"P",316
"13","13",-1,"NUM",32,"DOBJ",316
",",",",-1,"PUNCT",30,"P",316
"'","'",-1,"PUNCT",30,"P",316
"14","14",-1,"NUM",30,"DOBJ",316
",",",",-1,"PUNCT",30,"P",316
"'","'",-1,"PUNCT",30,"P",316
"15","15",-1,"NUM",30,"DOBJ",316
"..","..",-1,"PUNCT",30,"P",316
".",".",-1,"PUNCT",30,"P",316
"Yeah","Yeah",-1,"X",0,"ROOT",317
".",".",-1,"PUNCT",0,"P",317
"....","....",-1,"PUNCT",2,"DEP",318
"as","as",-1,"ADV",2,"ADVMOD",318
"recently","recently",-1,"ADV",2,"ROOT",318
"as","as",-1,"ADP",2,"PREP",318
"January","January",-1,"NOUN",3,"POBJ",318
".",".",-1,"PUNCT",2,"P",318
"So","So",-1,"ADV",9,"ADVMOD",318
"the","the",-1,"DET",8,"DET",318
"question","question",-1,"NOUN",9,"NSUBJ",318
"be","is",-1,"VERB",9,"ROOT",318
",",",",-1,"PUNCT",9,"P",318
"what","what",-1,"PRON",12,"NSUBJ",318
"change","changed",-1,"VERB",9,"DEP",318
"your","your",-1,"PRON",14,"POSS",318
"mind","mind",-1,"NOUN",12,"DOBJ",318
"?","?",-1,"PUNCT",9,"P",318
"Well","Well",-1,"X",4,"DISCOURSE",319
",",",",-1,"PUNCT",4,"P",319
"nobody","nobody",-1,"NOUN",4,"NSUBJ",319
"be","was",-1,"VERB",4,"AUX",319
"press","pressing",-1,"VERB",4,"ROOT",319
"it","it",-1,"PRON",4,"DOBJ",319
",",",",-1,"PUNCT",4,"P",319
"nobody","nobody",-1,"NOUN",9,"NSUBJ",319
"be","was",-1,"VERB",9,"AUX",319
"care","caring",-1,"VERB",4,"PARATAXIS",319
"much","much",-1,"ADJ",9,"DOBJ",319
"about","about",-1,"ADP",10,"PREP",319
"it","it",-1,"PRON",11,"POBJ",319
".",".",-1,"PUNCT",4,"P",319
"I","I",-1,"PRON",15,"NSUBJ",319
"figure","figured",-1,"VERB",15,"ROOT",319
"you","you",-1,"PRON",18,"NSUBJ",319
"'d","'d",-1,"VERB",18,"AUX",319
"ask","ask",-1,"VERB",15,"CCOMP",319
"the","the",-1,"DET",20,"DET",319
"question","question",-1,"NOUN",18,"DOBJ",319
"tonight","tonight",-1,"NOUN",18,"TMOD",319
",",",",-1,"PUNCT",18,"P",319
"of","of",-1,"ADV",24,"ADVMOD",319
"course","course",-1,"ADV",18,"ADVMOD",319
".",".",-1,"PUNCT",15,"P",319
"But","But",-1,"CONJ",29,"CC",319
"nobody","nobody",-1,"NOUN",29,"NSUBJ",319
"be","was",-1,"VERB",29,"AUX",319
"care","caring",-1,"VERB",29,"ROOT",319
"much","much",-1,"ADJ",29,"DOBJ",319
"about","about",-1,"ADP",30,"PREP",319
"it","it",-1,"PRON",31,"POBJ",319
".",".",-1,"PUNCT",29,"P",319
"But","But",-1,"CONJ",36,"CC",319
"I","I",-1,"PRON",36,"NSUBJ",319
"be","was",-1,"VERB",36,"ROOT",319
"the","the",-1,"DET",38,"DET",319
"one","one",-1,"NOUN",36,"ATTR",319
"that","that",-1,"DET",40,"NSUBJ",319
"get","got",-1,"VERB",38,"RCMOD",319
"him","him",-1,"PRON",40,"DOBJ",319
"to","to",-1,"PRT",43,"AUX",319
"produce","produce",-1,"VERB",40,"XCOMP",319
"the","the",-1,"DET",46,"DET",319
"birth","birth",-1,"NOUN",46,"NN",319
"certificate","certificate",-1,"NOUN",43,"DOBJ",319
".",".",-1,"PUNCT",36,"P",319
"And","And",-1,"CONJ",50,"CC",319
"I","I",-1,"PRON",50,"NSUBJ",319
"think","think",-1,"VERB",50,"ROOT",319
"I","I",-1,"PRON",52,"NSUBJ",319
"do","did",-1,"VERB",50,"CCOMP",319
"a","a",-1,"DET",55,"DET",319
"good","good",-1,"ADJ",55,"AMOD",319
"job","job",-1,"NOUN",52,"DOBJ",319
".",".",-1,"PUNCT",50,"P",319
"Secretary","Secretary",-1,"NOUN",1,"TITLE",320
"Clinton","Clinton",-1,"NOUN",3,"NSUBJ",320
"also","also",-1,"ADV",3,"ADVMOD",320
"fight","fought",-1,"VERB",3,"ROOT",320
"it","it",-1,"PRON",3,"DOBJ",320
".",".",-1,"PUNCT",3,"P",320
"I","I",-1,"PRON",7,"NSUBJ",320
"mean","mean",-1,"VERB",7,"ROOT",320
",",",",-1,"PUNCT",7,"P",320
"you","you",-1,"PRON",10,"NSUBJ",320
"know","know",-1,"VERB",7,"PARATAXIS",320
"—","—",-1,"PUNCT",7,"P",320
"now","now",-1,"ADV",18,"ADVMOD",320
",",",",-1,"PUNCT",18,"P",320
"everybody","everybody",-1,"NOUN",18,"NSUBJ",320
"in","in",-1,"ADP",14,"PREP",320
"mainstream","mainstream",-1,"NOUN",15,"POBJ",320
"be","is",-1,"VERB",18,"AUX",320
"go","going",-1,"VERB",7,"PARATAXIS",320
"to","to",-1,"PRT",20,"AUX",320
"say","say",-1,"VERB",18,"XCOMP",320
",",",",-1,"PUNCT",20,"P",320
"oh","oh",-1,"X",25,"DISCOURSE",320
",",",",-1,"PUNCT",25,"P",320
"that","that",-1,"DET",25,"NSUBJ",320
"'s","'s",-1,"VERB",20,"CCOMP",320
"not","not",-1,"ADV",25,"NEG",320
"true","true",-1,"ADJ",25,"ACOMP",320
".",".",-1,"PUNCT",7,"P",320
"Look","Look",-1,"VERB",29,"ROOT",320
",",",",-1,"PUNCT",29,"P",320
"it","it",-1,"PRON",32,"NSUBJ",320
"'s","'s",-1,"VERB",29,"PARATAXIS",320
"true","true",-1,"ADJ",32,"ACOMP",320
".",".",-1,"PUNCT",29,"P",320
"Sidney","Sidney",-1,"NOUN",36,"NN",320
"Blumenthal","Blumenthal",-1,"NOUN",37,"NSUBJ",320
"send","sent",-1,"VERB",37,"ROOT",320
"a","a",-1,"DET",39,"DET",320
"reporter","reporter",-1,"NOUN",37,"DOBJ",320
"—","—",-1,"PUNCT",37,"P",320
"you","you",-1,"PRON",43,"NSUBJ",320
"just","just",-1,"ADV",43,"ADVMOD",320
"have","have",-1,"VERB",37,"PARATAXIS",320
"to","to",-1,"PRT",45,"AUX",320
"take","take",-1,"VERB",43,"XCOMP",320
"a","a",-1,"DET",47,"DET",320
"look","look",-1,"NOUN",45,"DOBJ",320
"at","at",-1,"ADP",47,"PREP",320
"CNN","CNN",-1,"NOUN",48,"POBJ",320
",",",",-1,"PUNCT",37,"P",320
"the","the",-1,"DET",53,"DET",320
"last","last",-1,"ADJ",53,"AMOD",320
"week","week",-1,"NOUN",37,"TMOD",320
",",",",-1,"PUNCT",37,"P",320
"the","the",-1,"DET",56,"DET",320
"interview","interview",-1,"NOUN",37,"DOBJ",320
"with","with",-1,"ADP",56,"PREP",320
"your","your",-1,"PRON",61,"POSS",320
"former","former",-1,"ADJ",61,"AMOD",320
"campaign","campaign",-1,"NOUN",61,"NN",320
"manager","manager",-1,"NOUN",57,"POBJ",320
".",".",-1,"PUNCT",37,"P",320
"And","And",-1,"CONJ",66,"CC",320
"she","she",-1,"PRON",66,"NSUBJPASS",320
"be","was",-1,"VERB",66,"AUXPASS",320
"involve","involved",-1,"VERB",66,"ROOT",320
".",".",-1,"PUNCT",66,"P",320
"But","But",-1,"CONJ",81,"CC",320
"just","just",-1,"ADV",74,"ADVMOD",320
"like","like",-1,"ADP",74,"MARK",320
"she","she",-1,"PRON",74,"NSUBJ",320
"ca","ca",-1,"VERB",74,"AUX",320
"n't","n't",-1,"ADV",74,"NEG",320
"bring","bring",-1,"VERB",81,"ADVCL",320
"back","back",-1,"PRT",74,"PRT",320
"job","jobs",-1,"NOUN",74,"DOBJ",320
",",",",-1,"PUNCT",81,"P",320
"she","she",-1,"PRON",81,"NSUBJ",320
"ca","ca",-1,"VERB",81,"AUX",320
"n't","n't",-1,"ADV",81,"NEG",320
"produce","produce",-1,"VERB",81,"ROOT",320
".",".",-1,"PUNCT",81,"P",320
"I","I",-1,"PRON",1,"NSUBJ",321
"be","'m",-1,"VERB",1,"ROOT",321
"sorry","sorry",-1,"ADJ",1,"ACOMP",321
".",".",-1,"PUNCT",1,"P",321
"I","I",-1,"PRON",7,"NSUBJ",321
"be","'m",-1,"VERB",7,"AUX",321
"just","just",-1,"ADV",7,"ADVMOD",321
"go","going",-1,"VERB",7,"ROOT",321
"to","to",-1,"PRT",9,"AUX",321
"follow","follow",-1,"VERB",7,"XCOMP",321
"up","up",-1,"PRT",9,"PRT",321
"—","—",-1,"PUNCT",7,"P",321
"and","and",-1,"CONJ",7,"CC",321
"I","I",-1,"PRON",15,"NSUBJ",321
"will","will",-1,"VERB",15,"AUX",321
"let","let",-1,"VERB",7,"CONJ",321
"you","you",-1,"PRON",17,"NSUBJ",321
"respond","respond",-1,"VERB",15,"CCOMP",321
"to","to",-1,"ADP",17,"PREP",321
"that","that",-1,"DET",18,"POBJ",321
",",",",-1,"PUNCT",15,"P",321
"because","because",-1,"ADP",23,"MARK",321
"there","there",-1,"DET",23,"EXPL",321
"'s","'s",-1,"VERB",15,"ADVCL",321
"a","a",-1,"DET",25,"DET",321
"lot","lot",-1,"NOUN",23,"NSUBJ",321
"there","there",-1,"ADV",25,"ADVMOD",321
".",".",-1,"PUNCT",7,"P",321
"But","But",-1,"CONJ",31,"CC",321
"we","we",-1,"PRON",31,"NSUBJ",321
"be","'re",-1,"VERB",31,"AUX",321
"talk","talking",-1,"VERB",31,"ROOT",321
"about","about",-1,"ADP",31,"PREP",321
"racial","racial",-1,"ADJ",34,"AMOD",321
"healing","healing",-1,"NOUN",32,"POBJ",321
"in","in",-1,"ADP",34,"PREP",321
"this","this",-1,"DET",37,"DET",321
"segment","segment",-1,"NOUN",35,"POBJ",321
".",".",-1,"PUNCT",31,"P",321
"What","What",-1,"PRON",42,"DOBJ",321
"do","do",-1,"VERB",42,"AUX",321
"you","you",-1,"PRON",42,"NSUBJ",321
"say","say",-1,"VERB",49,"DEP",321
"to","to",-1,"ADP",42,"PREP",321
"Americans","Americans",-1,"NOUN",43,"POBJ",321
",",",",-1,"PUNCT",49,"P",321
"person","people",-1,"NOUN",49,"NSUBJ",321
"of","of",-1,"ADP",46,"PREP",321
"color","color",-1,"NOUN",47,"POBJ",321
"who","who",-1,"PRON",49,"ROOT",321
"..","..",-1,"PUNCT",49,"DEP",321
".",".",-1,"PUNCT",49,"P",321
"Well","Well",-1,"X",3,"DISCOURSE",322
",",",",-1,"PUNCT",3,"P",322
"it","it",-1,"PRON",3,"NSUBJ",322
"be","was",-1,"VERB",3,"ROOT",322
"very","very",-1,"ADV",3,"ACOMP",322
"—","—",-1,"PUNCT",3,"P",322
"I","I",-1,"PRON",7,"NSUBJ",322
"say","say",-1,"VERB",3,"PARATAXIS",322
"nothing","nothing",-1,"NOUN",7,"DOBJ",322
".",".",-1,"PUNCT",3,"P",322
"I","I",-1,"PRON",11,"NSUBJ",322
"say","say",-1,"VERB",11,"ROOT",322
"nothing","nothing",-1,"NOUN",11,"DOBJ",322
",",",",-1,"PUNCT",11,"P",322
"because","because",-1,"ADP",16,"MARK",322
"I","I",-1,"PRON",16,"NSUBJ",322
"be","was",-1,"VERB",11,"ADVCL",322
"able","able",-1,"ADJ",16,"ACOMP",322
"to","to",-1,"PRT",19,"AUX",322
"get","get",-1,"VERB",17,"XCOMP",322
"him","him",-1,"PRON",22,"NSUBJ",322
"to","to",-1,"PRT",22,"AUX",322
"produce","produce",-1,"VERB",19,"XCOMP",322
"it","it",-1,"PRON",22,"DOBJ",322
".",".",-1,"PUNCT",11,"P",322
"He","He",-1,"PRON",28,"NSUBJ",322
"should","should",-1,"VERB",28,"AUX",322
"have","have",-1,"VERB",28,"AUX",322
"produce","produced",-1,"VERB",28,"ROOT",322
"it","it",-1,"PRON",28,"DOBJ",322
"a","a",-1,"DET",32,"DET",322
"long","long",-1,"ADJ",32,"AMOD",322
"time","time",-1,"NOUN",33,"NPADVMOD",322
"before","before",-1,"ADV",28,"ADVMOD",322
".",".",-1,"PUNCT",28,"P",322
"I","I",-1,"PRON",36,"NSUBJ",322
"say","say",-1,"VERB",36,"ROOT",322
"nothing","nothing",-1,"NOUN",36,"DOBJ",322
".",".",-1,"PUNCT",36,"P",322
"But","But",-1,"CONJ",1,"CC",323
"let","let",-1,"VERB",1,"ROOT",323
"me","me",-1,"PRON",4,"NSUBJ",323
"just","just",-1,"ADV",4,"ADVMOD",323
"tell","tell",-1,"VERB",1,"CCOMP",323
"you","you",-1,"PRON",4,"DOBJ",323
".",".",-1,"PUNCT",1,"P",323
"When","When",-1,"ADV",9,"ADVMOD",323
"you","you",-1,"PRON",9,"NSUBJ",323
"talk","talk",-1,"VERB",14,"ADVCL",323
"about","about",-1,"ADP",9,"PREP",323
"healing","healing",-1,"NOUN",10,"POBJ",323
",",",",-1,"PUNCT",14,"P",323
"I","I",-1,"PRON",14,"NSUBJ",323
"think","think",-1,"VERB",14,"ROOT",323
"that","that",-1,"ADP",18,"MARK",323
"I","I",-1,"PRON",18,"NSUBJ",323
"have","'ve",-1,"VERB",18,"AUX",323
"develop","developed",-1,"VERB",14,"CCOMP",323
"very","very",-1,"ADV",22,"ADVMOD",323
",",",",-1,"PUNCT",22,"P",323
"very","very",-1,"ADV",22,"ADVMOD",323
"good","good",-1,"ADJ",23,"AMOD",323
"relationship","relationships",-1,"NOUN",18,"DOBJ",323
"over","over",-1,"ADP",23,"PREP",323
"the","the",-1,"DET",27,"DET",323
"last","last",-1,"ADJ",27,"AMOD",323
"little","little",-1,"ADJ",24,"POBJ",323
"while","while",-1,"ADP",18,"PREP",323
"with","with",-1,"ADP",28,"PCOMP",323
"the","the",-1,"DET",34,"DET",323
"African","African",-1,"ADJ",33,"AMOD",323
"-","-",-1,"PUNCT",33,"P",323
"American","American",-1,"ADJ",34,"AMOD",323
"community","community",-1,"NOUN",29,"POBJ",323
".",".",-1,"PUNCT",14,"P",323
"I","I",-1,"PRON",37,"NSUBJ",323
"think","think",-1,"VERB",37,"ROOT",323
"you","you",-1,"PRON",40,"NSUBJ",323
"can","can",-1,"VERB",40,"AUX",323
"see","see",-1,"VERB",37,"CCOMP",323
"that","that",-1,"DET",40,"DOBJ",323
".",".",-1,"PUNCT",37,"P",323
"And","And",-1,"CONJ",2,"CC",324
"I","I",-1,"PRON",2,"NSUBJ",324
"feel","feel",-1,"VERB",2,"ROOT",324
"that","that",-1,"ADP",6,"MARK",324
"they","they",-1,"PRON",6,"NSUBJ",324
"really","really",-1,"ADV",6,"ADVMOD",324
"want","wanted",-1,"VERB",2,"CCOMP",324
"me","me",-1,"PRON",9,"NSUBJ",324
"to","to",-1,"PRT",9,"AUX",324
"come","come",-1,"VERB",6,"XCOMP",324
"to","to",-1,"ADP",9,"PREP",324
"that","that",-1,"DET",12,"DET",324
"conclusion","conclusion",-1,"NOUN",10,"POBJ",324
".",".",-1,"PUNCT",2,"P",324
"And","And",-1,"CONJ",16,"CC",324
"I","I",-1,"PRON",16,"NSUBJ",324
"think","think",-1,"VERB",16,"ROOT",324
"I","I",-1,"PRON",18,"NSUBJ",324
"do","did",-1,"VERB",16,"CCOMP",324
"a","a",-1,"DET",21,"DET",324
"great","great",-1,"ADJ",21,"AMOD",324
"job","job",-1,"NOUN",18,"DOBJ",324
"and","and",-1,"CONJ",21,"CC",324
"a","a",-1,"DET",25,"DET",324
"great","great",-1,"ADJ",25,"AMOD",324
"service","service",-1,"NOUN",21,"CONJ",324
"not","not",-1,"ADV",27,"NEG",324
"only","only",-1,"ADV",28,"PRECONJ",324
"for","for",-1,"ADP",25,"PREP",324
"the","the",-1,"DET",30,"DET",324
"country","country",-1,"NOUN",28,"POBJ",324
",",",",-1,"PUNCT",28,"P",324
"but","but",-1,"CONJ",28,"CC",324
"even","even",-1,"ADV",34,"ADVMOD",324
"for","for",-1,"ADP",28,"CONJ",324
"the","the",-1,"DET",36,"DET",324
"president","president",-1,"NOUN",34,"POBJ",324
",",",",-1,"PUNCT",18,"P",324
"in","in",-1,"ADP",18,"PREP",324
"get","getting",-1,"VERB",38,"PCOMP",324
"him","him",-1,"PRON",42,"NSUBJ",324
"to","to",-1,"PRT",42,"AUX",324
"produce","produce",-1,"VERB",39,"XCOMP",324
"his","his",-1,"PRON",45,"POSS",324
"birth","birth",-1,"NOUN",45,"NN",324
"certificate","certificate",-1,"NOUN",42,"DOBJ",324
".",".",-1,"PUNCT",16,"P",324
"Secretary","Secretary",-1,"NOUN",1,"TITLE",325
"Clinton","Clinton",-1,"NOUN",1,"ROOT",325
"?","?",-1,"PUNCT",1,"P",325
"Well","Well",-1,"X",3,"DISCOURSE",326
",",",",-1,"PUNCT",3,"P",326
"just","just",-1,"ADV",3,"ADVMOD",326
"listen","listen",-1,"VERB",3,"ROOT",326
"to","to",-1,"ADP",3,"PREP",326
"what","what",-1,"PRON",7,"DOBJ",326
"you","you",-1,"PRON",7,"NSUBJ",326
"hear","heard",-1,"VERB",4,"PCOMP",326
".",".",-1,"PUNCT",3,"P",326
"(","(",-1,"PUNCT",1,"P",327
"LAUGHTER","LAUGHTER",-1,"NOUN",1,"ROOT",327
")",")",-1,"PUNCT",1,"P",327
"And","And",-1,"CONJ",9,"CC",328
"clearly","clearly",-1,"ADV",9,"ADVMOD",328
",",",",-1,"PUNCT",9,"P",328
"as","as",-1,"ADP",6,"MARK",328
"Donald","Donald",-1,"NOUN",6,"NSUBJ",328
"just","just",-1,"ADV",6,"ADVMOD",328
"admit","admitted",-1,"VERB",9,"ADVCL",328
",",",",-1,"PUNCT",9,"P",328
"he","he",-1,"PRON",9,"NSUBJ",328
"know","knew",-1,"VERB",9,"ROOT",328
"he","he",-1,"PRON",12,"NSUBJ",328
"be","was",-1,"VERB",12,"AUX",328
"go","going",-1,"VERB",9,"CCOMP",328
"to","to",-1,"PRT",14,"AUX",328
"stand","stand",-1,"VERB",12,"XCOMP",328
"on","on",-1,"ADP",14,"PREP",328
"this","this",-1,"DET",18,"DET",328
"debate","debate",-1,"NOUN",18,"NN",328
"stage","stage",-1,"NOUN",15,"POBJ",328
",",",",-1,"PUNCT",9,"P",328
"and","and",-1,"CONJ",9,"CC",328
"Lester","Lester",-1,"NOUN",22,"NN",328
"Holt","Holt",-1,"NOUN",24,"NSUBJ",328
"be","was",-1,"VERB",24,"AUX",328
"go","going",-1,"VERB",9,"CONJ",328
"to","to",-1,"PRT",27,"AUX",328
"be","be",-1,"VERB",27,"AUX",328
"ask","asking",-1,"VERB",24,"XCOMP",328
"us","us",-1,"PRON",27,"IOBJ",328
"question","questions",-1,"NOUN",27,"DOBJ",328
",",",",-1,"PUNCT",9,"P",328
